Customer_ID,Customer_Name,Contact_Number,Email,City,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Years,Application_Date,Approval_Date,Disbursement_Date,Repayment_Status,Remarks
6137,Hruaii Gupta,+911722070003,matthew61@example.net,Nandyal,Gold Loan,642000,9.0,2,2020-01-22,2020-01-23,2020-01-25,Closed,
6138,Gutam Rajput,+919963360178,bishakha12@example.com,Kavali,Gold Loan,926000,9.0,2,2022-03-16,2022-03-28,2022-04-02,Overdue,Account under review
6139,Jeuti Kumari,+913275091422,yashasvikapoor@example.net,Ichalkaranji,Personal Loan,665000,14.0,2,2020-11-29,2020-12-12,2020-12-14,Overdue,Sent reminder notice
6140,Pournima Rajput,+919363040088,viglaban@example.org,Ahmednagar,Personal Loan,253000,14.0,3,2022-10-07,2022-10-17,2022-10-17,Closed,
6141,Supreet Sonkar,2916013657,ganeshaadi@example.com,Durg,Gold Loan,355000,9.0,4,2024-09-19,2024-09-20,2024-09-25,Overdue,Missed last payment
6142,Sachidananda Sonkar,+917113243889,karadvik@example.org,Meerut,Personal Loan,890000,14.0,4,2023-02-15,2023-02-19,2023-02-22,Overdue,Missed last payment
6143,Sivu Srivastav,+911534200399,pkant@example.net,Salem,Personal Loan,880000,14.0,4,2023-10-12,2023-10-14,2023-10-17,Closed,
6144,Chandrasekaran Srivastav,0132953486,amairasaxena@example.org,Rajkot,Personal Loan,659000,14.0,4,2022-09-12,2022-09-16,2022-09-16,Current,
6145,Hanip Gupta,01963999296,vermaharita@example.net,Gopalpur,Personal Loan,518000,14.0,1,2022-01-17,2022-01-17,2022-01-17,Current,
6146,Nibha Divedi,05722683431,ati42@example.org,Sambalpur,Commercial Vehicle Loan,190000,10.5,1,2024-03-28,2024-04-10,2024-04-13,Closed,
6147,Rushan Rajput,00687610992,oagate@example.org,Uluberia,Personal Loan,651000,14.0,4,2020-02-18,2020-02-23,2020-02-23,Current,
6148,Aanu Kumari,08297216999,regebrinda@example.net,Sasaram,Commercial Vehicle Loan,937000,10.5,2,2024-04-08,2024-04-11,2024-04-12,Overdue,Missed last payment
6149,Minakshi Seth,6400993443,rehaan01@example.com,Chandrapur,Small Business Loan,836000,12.0,1,2024-02-01,2024-02-14,2024-02-18,Overdue,Account under review
6150,Tukai Pandey,+915543370795,sinhawilliam@example.net,Kolhapur,Personal Loan,697000,14.0,2,2021-06-29,2021-07-04,2021-07-04,Current,
6151,Iranna Kumar,7202459784,mallrohan@example.org,Jehanabad,Commercial Vehicle Loan,276000,10.5,2,2023-06-15,2023-06-20,2023-06-24,Current,
6152,Manti Singh,04360993070,lipikachaudhary@example.org,Tumkur,Commercial Vehicle Loan,672000,10.5,2,2022-10-04,2022-10-17,2022-10-17,Closed,
6153,Rohitas Pratap,00356340276,zcheema@example.org,Madurai,Small Business Loan,750000,12.0,1,2021-08-14,2021-08-24,2021-08-24,Current,
6154,Chitkala Mishra,05826142628,samachandani@example.net,Hindupur,Gold Loan,899000,9.0,4,2020-07-31,2020-08-05,2020-08-11,Current,
6155,Sketch Rao,+912764299322,reva03@example.net,Nandyal,Gold Loan,391000,9.0,3,2023-04-17,2023-04-30,2023-04-30,Closed,
6156,Balai Rai,+915348608069,mahajanvihaan@example.com,Raebareli,Personal Loan,464000,14.0,1,2024-09-25,2024-10-05,2024-10-05,Overdue,Account under review
6157,Majibur Yadav,+911981315525,kundafinn@example.net,Giridih,Gold Loan,710000,9.0,3,2024-11-26,2024-12-01,2024-12-03,Current,
6158,Tikam Gupta,05464553824,andrew51@example.com,Visakhapatnam,Gold Loan,871000,9.0,2,2023-08-20,2023-08-20,2023-08-23,Overdue,Sent reminder notice
6159,Bappy Pandey,+915685023729,banikwarhi@example.net,Pimpri-Chinchwad,Commercial Vehicle Loan,659000,10.5,4,2023-11-04,2023-11-06,2023-11-10,Closed,
6160,Arbin Thakur,05985041702,sathvikbalasubramanian@example.org,Varanasi,Gold Loan,289000,9.0,2,2021-07-02,2021-07-08,2021-07-11,Closed,
6161,Safique Mishra,09272059854,vaishnavidesai@example.com,Gaya,Small Business Loan,383000,12.0,2,2022-02-18,2022-03-03,2022-03-08,Overdue,Missed last payment
6162,Rameshwer Pratap,07817931209,kashyaplucky@example.org,Anantapuram,Commercial Vehicle Loan,719000,10.5,4,2022-03-17,2022-03-29,2022-04-02,Current,
6163,Shreyasi Pandey,+919762575744,pooja10@example.com,Ambala,Personal Loan,639000,14.0,2,2021-09-10,2021-09-24,2021-09-28,Overdue,Account under review
6164,Gambhir Mishra,+913572528924,udant97@example.org,Asansol,Small Business Loan,731000,12.0,1,2022-07-03,2022-07-10,2022-07-12,Overdue,Sent reminder notice
6165,Banwari Kumar,04128929327,sanghvibakhshi@example.org,Shimla,Commercial Vehicle Loan,599000,10.5,1,2020-02-04,2020-02-08,2020-02-09,Current,
6166,Puii Vishwakarma,0528989050,vinayabora@example.net,Anand,Gold Loan,469000,9.0,5,2020-02-27,2020-03-02,2020-03-08,Overdue,Account under review
6167,Chancharik Rao,2280036371,dkhanna@example.org,Ongole,Small Business Loan,693000,12.0,3,2025-01-06,2025-01-12,2025-01-17,Overdue,Account under review
6168,Saraswati Gupta,8176470535,handanilima@example.com,Ahmednagar,Commercial Vehicle Loan,578000,10.5,5,2022-12-26,2023-01-09,2023-01-11,Current,
6169,Suvo Mishra,04283242815,anjalikaran@example.org,Giridih,Personal Loan,653000,14.0,2,2024-08-04,2024-08-05,2024-08-10,Current,
6170,Rauhl Rai,4585470203,benjamin76@example.net,Allahabad,Personal Loan,791000,14.0,1,2020-08-06,2020-08-08,2020-08-12,Closed,
6171,Seems Rao,+911666589964,anandojasvi@example.net,Shimoga,Gold Loan,511000,9.0,4,2023-07-27,2023-08-03,2023-08-08,Current,
6172,Agrata Devi,9204748595,kiaanjani@example.org,Panvel,Commercial Vehicle Loan,232000,10.5,4,2021-10-15,2021-10-27,2021-10-27,Current,
6173,Sahalam Vishwakarma,9946320825,aashi14@example.net,Aurangabad,Small Business Loan,803000,12.0,3,2020-12-23,2020-12-30,2020-12-31,Overdue,Sent reminder notice
6174,Sinchana Singh,+913861571973,bachittaredwin@example.com,Gurgaon,Commercial Vehicle Loan,957000,10.5,3,2023-09-04,2023-09-07,2023-09-10,Overdue,Sent reminder notice
6175,Sandhaya Sonkar,+914097539970,jeremiah27@example.com,Kadapa,Commercial Vehicle Loan,306000,10.5,3,2021-01-22,2021-01-30,2021-02-04,Current,
6176,Muthyam Rajput,2706744558,palladarika@example.com,Katni,Personal Loan,648000,14.0,3,2023-07-24,2023-08-01,2023-08-06,Overdue,Missed last payment
6177,Chanderpal Vishwakarma,00090774913,sawhneyjackson@example.org,Chinsurah,Gold Loan,263000,9.0,5,2020-08-09,2020-08-12,2020-08-18,Current,
6178,Karuppasamy Vishwakarma,2494602519,anjali26@example.com,Sultan Pur Majra,Personal Loan,636000,14.0,4,2024-06-13,2024-06-21,2024-06-26,Current,
6179,Manubhai Gupta,+910445785218,fsha@example.com,North Dumdum,Commercial Vehicle Loan,771000,10.5,3,2020-10-03,2020-10-17,2020-10-20,Closed,
6180,Atulkumar Yadav,+910869153736,kashishdar@example.com,Rampur,Small Business Loan,920000,12.0,1,2022-07-22,2022-07-25,2022-07-28,Closed,
6181,Neeti Mishra,+910446356966,barkha09@example.com,Bharatpur,Small Business Loan,436000,12.0,1,2021-04-15,2021-04-26,2021-04-26,Closed,
6182,Trushar Rajput,05475183371,priya62@example.net,Kamarhati,Personal Loan,342000,14.0,3,2020-08-14,2020-08-18,2020-08-21,Overdue,Missed last payment
6183,Rushika Tiwari,3485062308,venkateshteerth@example.net,Berhampur,Small Business Loan,403000,12.0,5,2022-05-26,2022-05-27,2022-06-02,Closed,
6184,Vk Seth,6455277290,darpanshankar@example.org,Berhampore,Personal Loan,774000,14.0,4,2021-07-23,2021-08-06,2021-08-11,Current,
6185,Anshu Pratap,+919568742124,hsampath@example.com,Tadepalligudem,Gold Loan,848000,9.0,3,2023-04-16,2023-04-30,2023-05-06,Closed,
6186,Md Meraj Gupta,4615852738,ikshitaraja@example.net,Bhilai,Gold Loan,766000,9.0,1,2023-07-30,2023-07-31,2023-08-06,Overdue,Account under review
6187,Basantlal Rajput,+913167688686,max23@example.org,Nagaon,Commercial Vehicle Loan,649000,10.5,5,2023-01-17,2023-01-26,2023-01-29,Current,
6188,Dechen Rao,6990107746,naraintimothy@example.net,Giridih,Gold Loan,902000,9.0,1,2022-11-14,2022-11-24,2022-11-28,Closed,
6189,Bosir Gupta,+919679844913,hiralkothari@example.org,Katihar,Commercial Vehicle Loan,851000,10.5,3,2020-05-10,2020-05-22,2020-05-25,Overdue,Missed last payment
6190,Kanai Pandey,+914291042186,hchacko@example.com,Pimpri-Chinchwad,Gold Loan,467000,9.0,1,2024-12-25,2024-12-28,2024-12-31,Closed,
6191,Chanda Rao,+910231950531,kotaanamika@example.org,Korba,Small Business Loan,823000,12.0,1,2022-03-20,2022-03-27,2022-03-28,Overdue,Missed last payment
6192,Raginee Seth,+919537665862,shaurya90@example.org,Nanded,Gold Loan,338000,9.0,2,2021-07-15,2021-07-15,2021-07-21,Closed,
6193,Mani Kanta Singh,06454720286,mayabaral@example.com,Bally,Gold Loan,669000,9.0,5,2021-01-28,2021-01-29,2021-02-04,Current,
6194,Debendra Singh,5044524386,bsankaran@example.com,Tirunelveli,Gold Loan,741000,9.0,1,2023-09-21,2023-09-22,2023-09-23,Overdue,Account under review
6195,Murtaza Thakur,+914981949465,nayakkala@example.com,Bangalore,Personal Loan,890000,14.0,4,2021-03-11,2021-03-17,2021-03-20,Overdue,Account under review
6196,Sabiya Yadav,+911205098357,reva23@example.org,Hindupur,Gold Loan,323000,9.0,2,2020-06-02,2020-06-12,2020-06-12,Overdue,Sent reminder notice
6197,Raju Raju Divedi,08337006586,vaishnavi08@example.net,Uluberia,Small Business Loan,539000,12.0,2,2023-04-22,2023-04-22,2023-04-28,Overdue,Sent reminder notice
6198,Shahnawaz Pandey,03440966022,williamramachandran@example.com,Dewas,Gold Loan,403000,9.0,1,2023-02-27,2023-03-10,2023-03-13,Overdue,Account under review
6199,Tigers Rajput,03306527092,divanyadavi@example.net,Thanjavur,Small Business Loan,575000,12.0,3,2024-07-15,2024-07-29,2024-08-04,Closed,
6200,Sanjeev Kumar Rajput,+910049089035,bsoman@example.net,Hindupur,Personal Loan,301000,14.0,3,2023-02-21,2023-03-07,2023-03-13,Current,
6201,Pulin Pandit,03945461742,hemalchawla@example.org,Nagaon,Commercial Vehicle Loan,121000,10.5,3,2020-06-03,2020-06-03,2020-06-07,Current,
6202,Nilufa Tiwari,02103810641,dargeetika@example.net,Ahmednagar,Personal Loan,868000,14.0,2,2024-02-07,2024-02-19,2024-02-25,Closed,
6203,Nagul Mishra,03260370632,trivedikamala@example.com,Muzaffarnagar,Personal Loan,221000,14.0,4,2020-04-27,2020-04-29,2020-04-30,Current,
6204,Reshu Maurya,09955344359,jagdishsheth@example.org,Guna,Personal Loan,228000,14.0,1,2020-11-29,2020-12-10,2020-12-13,Overdue,Account under review
6205,Maanvi Seth,02493372884,tejassaini@example.com,Mango,Commercial Vehicle Loan,217000,10.5,3,2024-03-24,2024-03-31,2024-04-05,Overdue,Missed last payment
6206,Kuntala Pandey,0702283236,laban55@example.org,Panipat,Gold Loan,998000,9.0,1,2021-09-20,2021-10-03,2021-10-04,Current,
6207,Mahii Singh,05052080862,uchaudhuri@example.org,Patna,Gold Loan,464000,9.0,5,2020-01-28,2020-01-30,2020-02-04,Closed,
6208,Dharmendra Yadav Srivastav,00655056955,panditdaksh@example.com,Tezpur,Gold Loan,991000,9.0,1,2020-07-06,2020-07-18,2020-07-23,Closed,
6209,Guru Pandit,02396438136,hsinghal@example.com,Arrah,Commercial Vehicle Loan,560000,10.5,2,2024-02-19,2024-02-29,2024-03-03,Overdue,Missed last payment
6210,Venkatesan Seth,6005659632,ppandit@example.org,Pondicherry,Commercial Vehicle Loan,513000,10.5,1,2022-09-09,2022-09-19,2022-09-22,Overdue,Missed last payment
6211,Pn Devi,02651045518,sahotalaban@example.org,Sambalpur,Gold Loan,175000,9.0,3,2020-05-16,2020-05-22,2020-05-22,Overdue,Missed last payment
6212,Sushil Kumar Yadav,8415350920,soodyashasvi@example.org,Haridwar,Gold Loan,992000,9.0,3,2021-03-29,2021-04-01,2021-04-06,Closed,
6213,Bahula Rajput,02602808822,uppalom@example.net,Jhansi,Small Business Loan,406000,12.0,3,2020-04-07,2020-04-18,2020-04-18,Overdue,Sent reminder notice
6214,Tukesh Seth,7366873853,advikdas@example.org,Gopalpur,Personal Loan,969000,14.0,1,2022-02-12,2022-02-16,2022-02-17,Current,
6215,Puneeth Yadav,05204752378,xiti95@example.org,Jaipur,Gold Loan,104000,9.0,3,2022-03-21,2022-03-22,2022-03-22,Closed,
6216,Mantasha Devi,08384971748,chatresh37@example.org,Tadepalligudem,Personal Loan,539000,14.0,5,2022-02-02,2022-02-14,2022-02-20,Closed,
6217,Thenmozhi Srivastav,6269300801,zsubramanian@example.org,Tiruppur,Personal Loan,665000,14.0,5,2024-11-11,2024-11-16,2024-11-22,Current,
6218,Macharla Pandey,02171113996,subramaniamekapad@example.com,Saharsa,Gold Loan,249000,9.0,3,2022-08-10,2022-08-17,2022-08-23,Closed,
6219,Tilak Raj Singh,01988714780,nitaragole@example.org,Thane,Gold Loan,689000,9.0,4,2020-08-27,2020-09-09,2020-09-12,Overdue,Account under review
6220,Mustakim Vishwakarma,05224388077,aarinisoni@example.net,Dehradun,Commercial Vehicle Loan,337000,10.5,5,2023-05-18,2023-05-29,2023-06-02,Current,
6221,Chanchal Mishra,+913975821790,urmithaker@example.org,Chandigarh,Commercial Vehicle Loan,136000,10.5,4,2020-08-27,2020-09-06,2020-09-09,Current,
6222,Koyel Vishwakarma,0557101683,onveer01@example.net,Varanasi,Gold Loan,518000,9.0,1,2023-10-30,2023-11-04,2023-11-05,Current,
6223,Sarojni Sonkar,03361404757,edwinfrado@example.net,Unnao,Gold Loan,165000,9.0,3,2024-11-19,2024-11-25,2024-11-26,Overdue,Missed last payment
6224,Ritik Sonkar,+911190075144,balachanakya@example.net,Bijapur,Gold Loan,807000,9.0,3,2024-09-13,2024-09-14,2024-09-19,Overdue,Missed last payment
6225,Mihika Devi,4639220186,chandran22@example.net,Pondicherry,Gold Loan,916000,9.0,1,2023-06-08,2023-06-16,2023-06-20,Overdue,Sent reminder notice
6226,Golap Pandit,+913417273987,lchacko@example.com,Aurangabad,Gold Loan,463000,9.0,1,2020-03-26,2020-04-04,2020-04-09,Closed,
6227,Harikishan Srivastav,+916214992869,netra31@example.net,Kamarhati,Gold Loan,538000,9.0,4,2023-06-10,2023-06-11,2023-06-15,Closed,
6228,Tarjan Pandey,+918674385384,nimratmadan@example.org,Silchar,Small Business Loan,451000,12.0,4,2020-11-17,2020-11-26,2020-11-30,Closed,
6229,Anugrah Sonkar,01517842222,nazarethtanish@example.org,Kolhapur,Small Business Loan,221000,12.0,1,2023-07-16,2023-07-22,2023-07-22,Current,
6230,Supritha Mishra,8766591464,galasachi@example.org,Rajkot,Personal Loan,489000,14.0,3,2024-04-02,2024-04-09,2024-04-14,Current,
6231,Pravalika Pandey,05170058134,dadagopal@example.org,Secunderabad,Commercial Vehicle Loan,377000,10.5,3,2022-04-26,2022-05-07,2022-05-08,Closed,
6232,Kanji Maurrya,01281374408,nazarethdarsh@example.com,Kurnool,Commercial Vehicle Loan,444000,10.5,4,2024-08-22,2024-09-03,2024-09-06,Current,
6233,Zakeer Rajput,+911623002103,borragagan@example.org,Sonipat,Personal Loan,791000,14.0,2,2023-12-10,2023-12-14,2023-12-17,Overdue,Account under review
6234,Keran Vishwakarma,+914106540895,kakaramol@example.com,Bikaner,Small Business Loan,488000,12.0,2,2020-07-26,2020-08-09,2020-08-14,Current,
6235,Srikant Kumar Gupta,+910389477470,charandash@example.com,Bally,Personal Loan,624000,14.0,3,2020-10-19,2020-10-31,2020-11-02,Current,
6236,Ajmeri Srivastav,2276026539,wramakrishnan@example.com,Faridabad,Small Business Loan,587000,12.0,2,2021-06-22,2021-06-30,2021-07-04,Current,
6237,Ritam Pandit,09876267003,vasudhagoyal@example.net,Varanasi,Small Business Loan,205000,12.0,1,2023-10-30,2023-11-04,2023-11-08,Current,
6238,Jinti Rajput,+917178565257,sanayaseth@example.net,Rajkot,Commercial Vehicle Loan,427000,10.5,1,2021-11-30,2021-12-04,2021-12-10,Closed,
6239,Rajmani Rajput,+916015572055,girish26@example.net,Baranagar,Commercial Vehicle Loan,680000,10.5,5,2021-07-10,2021-07-12,2021-07-12,Closed,
6240,Brijamohan Rajput,03213121466,janujarau@example.org,Vijayanagaram,Personal Loan,630000,14.0,4,2024-03-03,2024-03-12,2024-03-15,Current,
6241,Biswal Rai,05670414366,wridesh17@example.org,Ballia,Personal Loan,893000,14.0,4,2021-07-31,2021-08-09,2021-08-14,Current,
6242,Omesh Thakur,1249368131,meghana49@example.com,Phagwara,Commercial Vehicle Loan,431000,10.5,3,2021-02-27,2021-03-05,2021-03-06,Closed,
6243,Kesab Mishra,06952428629,waliyashvi@example.com,Indore,Commercial Vehicle Loan,527000,10.5,5,2022-03-28,2022-03-29,2022-04-04,Closed,
6244,Merin Rao,5333646668,maya26@example.net,Bharatpur,Commercial Vehicle Loan,793000,10.5,2,2024-08-30,2024-09-09,2024-09-09,Overdue,Sent reminder notice
6245,Parven Rajput,2618536123,savantrobert@example.com,Sirsa,Personal Loan,807000,14.0,2,2024-06-23,2024-07-06,2024-07-08,Overdue,Account under review
6246,Sukhbeer Singh,+916909979449,narangqarin@example.net,Jamnagar,Gold Loan,347000,9.0,5,2020-03-25,2020-03-29,2020-04-04,Overdue,Missed last payment
6247,Ummar Seth,04643031342,majumdarladli@example.net,Bellary,Commercial Vehicle Loan,696000,10.5,2,2020-08-19,2020-08-21,2020-08-23,Closed,
6248,Princy Mishra,+917829407623,ramaswamyhemal@example.org,Coimbatore,Gold Loan,934000,9.0,4,2020-07-15,2020-07-20,2020-07-26,Overdue,Missed last payment
6249,Madhusmita Gupta,05244934426,meera40@example.org,Kota,Commercial Vehicle Loan,643000,10.5,4,2024-06-23,2024-06-27,2024-07-01,Overdue,Sent reminder notice
6250,Viveka Rajput,07495621691,theodorebalay@example.com,Bally,Commercial Vehicle Loan,469000,10.5,3,2020-12-22,2021-01-01,2021-01-02,Overdue,Missed last payment
6251,Makbool Srivastav,09836327521,zgarde@example.com,Chandigarh,Commercial Vehicle Loan,624000,10.5,2,2023-05-06,2023-05-13,2023-05-13,Closed,
6252,Sanjay Seth,+913243173492,hemahari@example.net,Siwan,Small Business Loan,453000,12.0,2,2023-06-02,2023-06-06,2023-06-09,Closed,
6253,Jina Devi,03983903911,bainsrushil@example.com,Nandyal,Commercial Vehicle Loan,721000,10.5,3,2020-05-28,2020-06-09,2020-06-11,Overdue,Sent reminder notice
6254,Suvash Pratap,06497732696,ishanvi73@example.org,Imphal,Personal Loan,880000,14.0,5,2023-09-16,2023-09-23,2023-09-24,Current,
6255,Kalpa Yadav,+914986711408,maanavdugar@example.net,Bhusawal,Personal Loan,752000,14.0,1,2021-11-02,2021-11-14,2021-11-15,Closed,
6256,Nanasaheb Divedi,8563306535,goledominic@example.org,Nagercoil,Small Business Loan,215000,12.0,5,2022-06-02,2022-06-09,2022-06-13,Current,
6257,Nagina Yadav,3750531107,wratta@example.com,Bhiwani,Small Business Loan,366000,12.0,1,2024-08-07,2024-08-14,2024-08-16,Overdue,Missed last payment
6258,Nikumoni Vishwakarma,1241765626,pandyavihaan@example.net,Muzaffarpur,Gold Loan,536000,9.0,2,2020-02-23,2020-03-03,2020-03-03,Overdue,Missed last payment
6259,Aanad Pandey,08668874639,edatta@example.com,Ulhasnagar,Gold Loan,801000,9.0,5,2021-11-14,2021-11-18,2021-11-20,Closed,
6260,Wasim Yadav,8271409232,oscar22@example.net,Chennai,Personal Loan,538000,14.0,1,2023-02-03,2023-02-15,2023-02-20,Current,
6261,Bina Sonkar,07238692759,varenya24@example.org,Pali,Small Business Loan,993000,12.0,5,2023-11-30,2023-12-05,2023-12-10,Current,
6262,Seela Kumari,+916239617743,agatejanya@example.net,Proddatur,Commercial Vehicle Loan,128000,10.5,4,2024-06-11,2024-06-14,2024-06-20,Current,
6263,Bhawna Tiwari,+919637579186,kibejairaj@example.org,Karaikudi,Small Business Loan,922000,12.0,3,2021-05-30,2021-05-30,2021-06-01,Overdue,Sent reminder notice
6264,Susen Yadav,08380614777,baghyawatimani@example.net,Junagadh,Gold Loan,915000,9.0,2,2021-06-21,2021-06-21,2021-06-26,Current,
6265,Rathina Maurrya,04090742285,xavier40@example.net,Singrauli,Gold Loan,103000,9.0,5,2023-02-24,2023-03-10,2023-03-12,Overdue,Missed last payment
6266,देवा Kumar,6517541191,maanas80@example.net,Cuttack,Personal Loan,874000,14.0,5,2024-04-28,2024-05-04,2024-05-10,Overdue,Missed last payment
6267,Chandramaadhav Kumar,6336084041,jananirana@example.org,Shimoga,Personal Loan,895000,14.0,2,2021-04-15,2021-04-28,2021-05-04,Closed,
6268,Pawan Raj Srivastav,+918688745812,joshivansha@example.com,Phagwara,Commercial Vehicle Loan,626000,10.5,2,2024-08-16,2024-08-28,2024-08-29,Closed,
6269,Hari Prasad Tiwari,08116642126,kondamugdha@example.org,Moradabad,Gold Loan,706000,9.0,3,2021-11-07,2021-11-12,2021-11-18,Closed,
6270,धर्मेंद्र Tiwari,+914904034556,bhasinbakhshi@example.com,Korba,Personal Loan,610000,14.0,3,2023-01-05,2023-01-09,2023-01-10,Closed,
6271,Hiranya Singh,08522455283,sshankar@example.com,Kulti,Commercial Vehicle Loan,104000,10.5,2,2024-09-30,2024-10-11,2024-10-15,Closed,
6272,Bansi Pandey,06068007926,wbalasubramanian@example.net,Korba,Commercial Vehicle Loan,952000,10.5,3,2020-01-26,2020-02-05,2020-02-11,Current,
6273,Sudar Rao,05880727658,yuvraj70@example.org,Haldia,Personal Loan,453000,14.0,1,2023-11-05,2023-11-15,2023-11-21,Overdue,Missed last payment
6274,Mahalaxmi Devi,07929992288,ishani87@example.org,Nangloi Jat,Personal Loan,370000,14.0,4,2024-06-08,2024-06-16,2024-06-19,Current,
6275,Basak Kumari,7240039589,pranitbhagat@example.org,Aurangabad,Small Business Loan,929000,12.0,2,2024-05-17,2024-05-25,2024-05-26,Overdue,Sent reminder notice
6276,Aswathy Seth,03127085772,kraman@example.org,Ongole,Personal Loan,574000,14.0,1,2024-02-17,2024-02-17,2024-02-18,Current,
6277,Sikendra Pandit,+913604040763,mohammed85@example.net,Mahbubnagar,Small Business Loan,635000,12.0,5,2022-07-15,2022-07-19,2022-07-23,Closed,
6278,Nazima Rao,+917550258274,sachikothari@example.org,Thrissur,Small Business Loan,448000,12.0,3,2022-06-17,2022-06-20,2022-06-26,Closed,
6279,Ek Singh,+916451261376,baghyawatiborde@example.com,Thanjavur,Gold Loan,772000,9.0,2,2023-08-10,2023-08-22,2023-08-28,Current,
6280,Ansari Thakur,08332772119,imaranpanchal@example.com,Rajpur Sonarpur,Commercial Vehicle Loan,125000,10.5,1,2022-10-12,2022-10-14,2022-10-15,Current,
6281,Bandi Pratap,00441750662,vedant46@example.org,Tadepalligudem,Commercial Vehicle Loan,252000,10.5,2,2020-05-06,2020-05-18,2020-05-24,Closed,
6282,Devji Srivastav,+912662732310,apteagastya@example.com,Srinagar,Commercial Vehicle Loan,275000,10.5,4,2021-04-17,2021-04-22,2021-04-23,Overdue,Account under review
6283,Bishwajit Kumar,+917096166179,baljiwan75@example.com,Eluru,Commercial Vehicle Loan,114000,10.5,2,2021-10-27,2021-11-03,2021-11-07,Overdue,Sent reminder notice
6284,Pramita Vishwakarma,+910773052356,wishibalay@example.net,Bijapur,Personal Loan,787000,14.0,2,2023-02-22,2023-02-26,2023-03-03,Overdue,Account under review
6285,Ram Prakash Singh,+913759236000,falgunichoudhury@example.org,Eluru,Small Business Loan,566000,12.0,4,2025-01-03,2025-01-11,2025-01-16,Closed,
6286,Nikee Kumari,0851927217,miteshchander@example.org,Uluberia,Commercial Vehicle Loan,171000,10.5,3,2021-07-13,2021-07-24,2021-07-28,Closed,
6287,Akum Kumar,+916076439325,rayrachita@example.org,Naihati,Personal Loan,534000,14.0,1,2020-04-17,2020-04-30,2020-05-05,Closed,
6288,Mohd Umar Seth,00365952633,manthan51@example.org,Durgapur,Gold Loan,145000,9.0,4,2021-05-26,2021-05-28,2021-06-02,Overdue,Sent reminder notice
6289,Nikil Divedi,07930514922,qarin83@example.net,Allahabad,Small Business Loan,606000,12.0,5,2024-12-21,2024-12-26,2024-12-27,Current,
6290,Puni Maurya,2048486247,qpradhan@example.com,Anand,Gold Loan,158000,9.0,2,2022-12-08,2022-12-16,2022-12-19,Current,
6291,Jagdish Pandey,00093041517,ekani46@example.com,Varanasi,Gold Loan,487000,9.0,5,2022-05-30,2022-06-10,2022-06-10,Current,
6292,Subham Kumar Gupta,+911139876756,darika64@example.org,Kolkata,Gold Loan,114000,9.0,2,2022-11-11,2022-11-18,2022-11-18,Closed,
6293,Kailash Singh Maurrya,+911621625647,goeludyati@example.net,Ichalkaranji,Personal Loan,246000,14.0,1,2020-05-18,2020-05-30,2020-06-01,Closed,
6294,Ahalya Vishwakarma,00443570406,fradobatta@example.org,Sirsa,Gold Loan,258000,9.0,5,2023-09-06,2023-09-16,2023-09-17,Current,
6295,Baala Maurya,+914477806992,annejason@example.com,Udaipur,Small Business Loan,431000,12.0,3,2025-01-01,2025-01-03,2025-01-04,Closed,
6296,Gracy Divedi,+910269672422,chaudharikrishna@example.org,Morena,Personal Loan,537000,14.0,5,2021-06-07,2021-06-12,2021-06-15,Overdue,Account under review
6297,Pallawi Sonkar,+910355232359,chaudryfariq@example.net,Chittoor,Small Business Loan,245000,12.0,4,2023-10-23,2023-10-24,2023-10-30,Current,
6298,Jai Pandit,9769165966,chadkabir@example.net,Ongole,Personal Loan,584000,14.0,2,2024-06-02,2024-06-16,2024-06-16,Closed,
6299,Deendayal Tiwari,05091704773,xmenon@example.net,Kanpur,Gold Loan,818000,9.0,1,2023-11-15,2023-11-28,2023-12-02,Closed,
6300,Chittaranjan Tiwari,03044627055,agastyasubramanian@example.net,Machilipatnam,Commercial Vehicle Loan,199000,10.5,1,2021-09-09,2021-09-17,2021-09-22,Overdue,Sent reminder notice
6301,Ronika Sonkar,8410578655,upma27@example.net,Shahjahanpur,Personal Loan,964000,14.0,2,2022-07-20,2022-08-02,2022-08-06,Closed,
6302,Kasish Divedi,+911836790276,anikashenoy@example.com,Khammam,Small Business Loan,537000,12.0,5,2021-04-22,2021-04-25,2021-05-01,Overdue,Sent reminder notice
6303,Bharti Rai,09324657436,choudhuryayaan@example.com,Kamarhati,Personal Loan,762000,14.0,4,2022-04-27,2022-05-05,2022-05-05,Closed,
6304,Jitandar Gupta,+912285797941,tanay49@example.com,Alappuzha,Gold Loan,220000,9.0,3,2021-11-11,2021-11-18,2021-11-24,Overdue,Account under review
6305,Beena Rajput,08074607645,aayush97@example.com,Madhyamgram,Gold Loan,804000,9.0,3,2021-07-21,2021-08-01,2021-08-04,Overdue,Missed last payment
6306,Bhagabati Sonkar,06666188273,wadhwakashvi@example.com,Jamnagar,Gold Loan,970000,9.0,5,2022-10-22,2022-11-01,2022-11-02,Current,
6307,Manzoor Ahmad Pratap,05780826048,turviroy@example.org,Cuttack,Gold Loan,289000,9.0,4,2023-01-20,2023-02-02,2023-02-05,Current,
6308,Satisha Seth,+913427175509,bedifariq@example.com,Karawal Nagar,Gold Loan,879000,9.0,2,2023-07-01,2023-07-01,2023-07-06,Current,
